word,translation
zerstören,"to destroy, demolish, devastate, eliminate"
witzig,"funny, humorous, witty"
wohnen,"to live, reside, dwell (to remain or be settled permanently, or for a considerable time)"
irgendwelche,any (no matter which)
Anna,"a female given name, equivalent to English Ann"
schützen,to defend
Lag,"latency, lag (the delay between a request and its response)"
Prinzessin,"princess (female member of a royal family other than a queen, especially a daughter or granddaughter)"
Gesetz,"law, legal act, bill, statute"
Schöner,A native or resident of Schön
vorne,at the front
Freude,"joy, delight, glee"
Messer,knife
sowas,"that sort of thing, something like this"
gleichen,"to be like, to equal to, to resemble"
Glückwunsch,congratulation(s)
nahe,near
Aufgabe,"task, job"
neun,nine (numerical value represented by the Arabic numeral 9
Gegend,"area, region"
feiern,to celebrate
entschieden,"determined, resolute"
Mission,mission (set of tasks)
Küche,kitchen (room)
Erster,winner (person in first place) (male or of unspecified gender)
Ball,"ball (round or roundish object, most commonly used in games)"
übernehmen,"to take over (a task, a position, responsibilities from someone else)"
mitnehmen,to take with
Unsinn,nonsense
Stopp,"stop, stoppage (interruption or halt of anything)"
pro,"per, each"
gemeinsam,"common, mutual, shared"
Lied,song (musical composition sung with vocals or vocal lyrics)
melden,"to report, to inform (about an incident or condition)"
Spur,trace (rest of something that indicates its former presence
Rat,"advice, counsel"
Adresse,address
Dorf,village (rural habitation of size between a hamlet and a town)
Hälfte,half
M,"The thirteenth letter of the German alphabet, written in the Latin script."
allerdings,"but, however"
Position,"position, location"
bedeuten,"to imply, to mean, to signify, to indicate, to spell, to betoken"
bewegt,"agitated, disturbed"
Gruppe,group
Monster,monster
Respekt,"respect, regard, reverence"
London,London (the capital city of the United Kingdom
Feind,"enemy, fiend, foe (male or of unspecified gender)"
verzeihen,to forgive
Band,"tape, ribbon"
abendessen,"to sup, to have supper (the evening meal)"
statt,instead of
besorgen,"to deal, to manage, to procure"
drehen,to turn
Mark,mark (any of various European monetary units)
worüber,generally corresponding to über was
davor,in front of that/it
Freiheit,freedom
schließen,to shut
nah,"near (in space or time or in an abstract sense), close, nearby"
nachts,"at night, nights"
zufrieden,"satisfied, content, happy (with something)"
Martin,"a male given name from Latin, equivalent to English Martin"
gefangen,caught
Brücke,bridge
leisten,"to perform (a task, work), to accomplish (a task), to achieve (a goal)"
Verbrechen,"a felony, indictable offence"
Armen,strong genitive/accusative singular and dative plural of Armer
Drink,"an alcoholic drink, especially one containing liquor and some other liquid, like a cocktail or long drink"
Meer,sea
Eis,ice
Kleid,"dress, gown (kind of woman's garment)"
Schmerz,"physical pain, ache (practically, as a sensation)"
stimmen,"to be right, to be correct, to be proper, to be true"
gesund,healthy (enjoying health)
Richter,judge
leise,"quiet, soft, low"
Wind,wind
danken,to thank
Bericht,"report, account, news story"
Maria,"a female given name, equivalent to English Mary"
Ring,"a ring (a circular and hollow object, made of any material.)"
sorry,sorry (expressing regret)
entlang,along
furchtbar,terrible
einverstanden,"in agreement, agreeing"
übel,"bad, evil, terrible (not good, in quality or morality)"
betrunken,"drunk, inebriated"
Taxi,"taxi, cab"
Fernsehen,television
mitten,In the middle.
Erfolg,success
schwanger,pregnant (of humans)
Falle,"trap, snare"
Unternehmen,"business, enterprise, company"
beenden,"to finish, to complete, to (bring/put to an) end"
Deal,deal (often implying a dubious nature)
Träume,dreams
schwierig,"difficult, hard, challenging, tough"
Maul,mouth of an animal
dauern,"to last, to continue, to persist (for a period of time)"
genannt,"called, mentioned, named"
Maschine,machine
fantastisch,fantastic
Energie,energy
versprechen,to promise
t,"The twentieth letter of the German alphabet, called te and written in the Latin script."
Fleisch,flesh
aha,aha
schließlich,"in the end, finally, eventually"
ehren,to honor
Angriff,"attack, offensive, strike, assault, onslaught, raid, offence"
verdienen,"to make money, to earn"
Wochenende,"weekend (break in the working week, usually Saturday and Sunday)"
hängen,"to hang, to be suspended"
See,lake
Schloss,"lock, padlock (something used for fastening)"
halb,"half, halfway"
rennen,to run
Unterschied,difference
Quatsch,nonsense
geändert,changed
Angebot,"offer, proposition"
Daniel,Daniel (biblical book and prophet)
Neuer,a surname
Major,major
Bein,"leg of a person, animal, or object"
Au,apocopic form of Aue
Schuss,shot
Polizist,police officer (male or female)
Schätzchen,"darling, honey"
treten,"to step, to walk (a short distance)"
weinen,"to weep, cry"
schaden,"to hurt, to be harmful"
Fang,"catch, capture"
Fräulein,miss
schätzen,to estimate
brechen,to break
leiden,"to suffer, to experience pain, sorrow, etc."
Haufen,"heap, hive, pile"
Brüder,brethren
ernsthaft,"serious (important, weighty)"
daher,"from there, thence"
reichen,to reach (extend a certain distance)
Colonel,colonel
lächerlich,"ridiculous, risible, laughable"
dessen,"whose, of which"
aufpassen,"to watch out, to be alert"
zufällig,"random, by chance or stochastic"
Meter,meter (unit of length)
bauen,"to build, to construct"
vorwärts,"forwards, forward"
Tommy,"a Briton, particularly but not exclusively a soldier"
Park,"park (piece of ground in or near a city or town, enclosed and kept for ornament and recreation)"
Hut,hat
Loch,hole
Operation,operation
hinaus,out (away from the speaker)
Thomas,Thomas (biblical figure)
Zeitung,newspaper
Gehirn,brain
Wand,"wall, partition"
Richard,"a male given name, equivalent to English Richard"
verbringen,"to spend, to pass (a period of time)"
wünschen,to wish for
worum,about what
Gelegenheit,"opportunity, chance, instance, occasion"
entkommen,to escape
schreien,to shout
Bombe,bomb (explosive device)
angetan,be taken with something
gebrochen,broken
Mut,courage
Bus,bus (public transport)
Steig,climb (steep upward path)
Robert,"a male given name from Frankish, feminine equivalent Roberta, equivalent to English Robert"
Lüge,lie
weißen,to whiten
unterhalten,to maintain
Ecke,"corner, edge"
Flasche,bottle
gestellt,staged
Zeitpunkt,"moment (instant of time), point in time, a timepoint"
Lord,"lord, Lord (British nobleman)"
Verhalten,behaviour
Grad,degree
lächeln,to smile
Oma,"grandma, granny, nan"
Haar,"hair (a singular hair, not limited to the head)"
Nutzen,benefit
Schwanz,tail
Engel,angel
Gespräch,"conversation, chat, talk (conversing between people or parties, either for pleasure or for business)"
leer,empty
blöd,"stupid, dim-witted"
fassen,"to gird, to surround, to confine into a form"
Fahrt,drive
Interesse,interest (attention and concern)
Verantwortung,responsibility
Folge,sequence
Tor,"gate, archway (passageway covered by an arch, particularly one made of masonry)"
Robin,"a male given name, equivalent to English Robin"
Wart,"keeper, guard, one responsible for the upkeep and/or protection of something"
kosten,to cost
schmerzen,"to hurt, to ache (to cause physical/bodily pain, often of parts of one's own body)"
geschlossen,shut
System,system
funktionieren,"to work, function"
Sommer,summer
Club,club (association of members)
Keller,cellar
dorthin,"there (to that place), thither"
überprüfen,"to check, to verify"
Frühstück,breakfast
Mami,"mom, mum"
Druck,pressure
Schwert,sword
Dach,roof
gehalten,"restrained, low-key"
Wahnsinn,"insanity, madness"
Baum,tree
Auftrag,"assignment, job, mission"
Hintern,"The backside, bottom, butt, behind, hinder"
mitkommen,"to come with, to join and come along with (another person)"
Hose,trousers
Fisch,fish (cold-blooded vertebrates living in water)
Held,hero
rauf,"up, up here, upstairs (towards the speaker)"
Kugel,"a ball, usually solid"
Gewalt,strong or violent force
Kurs,course (direction)
Lösung,solution (answer to a riddle or problem)
Flug,flight (in the air)
gebaut,built
sprich,Used to introduce a (typically laconic) clarification or explanation
nachdenken,"to think, to reflect, to ponder"
Beweis,proof
vorhin,"earlier (a short time ago, typically between minutes and a few hours ago)"
freuen,"to gladden, to make glad, to make pleased"
Stein,"stone, rock"
Knast,"jail, the nick, the slammer"
Walter,a male given name
Katze,"house cat, Felis silvestris catus"
daraus,"out of it, out of that, of it"
Urlaub,"holiday, vacation"
Pause,pause (temporary interruption in speech or an activity)
Irre,the state of being wrong: now only in adverbial phrase in die Irre
Tier,animal (see usage notes below)
Nachmittag,afternoon (part of the day from about 2 p.m. to about 6 p.m.)
D,"The fourth letter of the German alphabet, called de and written in the Latin script."
Prinz,prince
Übersetzung,translation
Koffer,a case
hinterlassen,"to leave, to leave behind (after leaving a location)"
Fick,fuck (sexual act)
erklärt,"declared, avowed, professed"
Vogel,a bird
gemeint,intended
jagen,to hunt (game)
IS,"abbreviation of Islamischer Staat (“Islamic State, IS”)"
Wichser,"wanker, jerk, tosser (a habitual masturbator)"
erlaubt,"allowed, allowable, permissible"
küssen,to kiss
irgendjemand,"someone, somebody"
stören,"to disturb, to interfere, to bother"
hoffen,to hope
dankbar,"grateful, thankful"
seitdem,"since, ever since"
normalerweise,normally
übersetzt,"inflated, excessive"
Halbe,half-litre of beer
Natur,nature (the natural world)
atmen,to breathe
Risiko,risk
mindestens,at least (at a lower limit)
Bad,bath
beruhigen,"to calm down, to quiet"
schlechter,worse
prima,"great, super"
Karten,card game
vollkommen,perfect (fitting its definition precisely)
zeugen,"to beget, father, procreate"
entdeckt,"discovered, detected"
Erfahrung,experience (event through which empirical knowledge is gained)
steigen,"to ascend, to climb, to rise"
Runde,round (of drinks)
Mistkerl,bastard
Thema,"topic, subject, issue"
offenbar,apparent (evident)
Weiße,"one of a variety of beers, including the Bavarian weissbier, but especially the one called Berliner Weiße"
Gewissen,conscience (moral sense or faculty)
drüber,contraction of darüber
Date,date (romantic meeting)
Reihe,row
verfolgt,pursued
Großvater,grandfather
behandelt,treated
Van,van
Wunsch,wish (an act of wishing)
erschießen,to shoot dead
Pläne,"synonym of Ebene (“level surface, plain, flatland”)"
City,"city center, downtown, central business district"
morgens,"in the morning, a.m."
Rom,Rome:
Dienst,service
Emily,"a female given name from English [in turn from Latin], variant of Emilie"
Zufall,"chance, coincidence, randomness"
längst,"long ago, long"
Zustand,condition
Fluss,river
Wesen,"creature, being"
Arthur,a male given name from English
Amerikaner,"American (from America, the Americas, the American continent(s))"
eh,before
wahnsinnig,"mad, insane"
Rose,rose
Lee,leeward side of a ship (the side away from the wind direction)
nem,"contraction of einem (“a, an”, masculine/neuter dative singular)"
Szene,scene
schwarz,"black, reflecting little or no light"
Durcheinander,"mess, chaos, tumult"
weisst,Switzerland and Liechtenstein standard spelling of weißt
geplant,"proposed, scheduled, planned"
dringend,urgent
einigen,to unite or unify (for example a group of people)
Farbe,colour
fern,remote
Rachel,Rachel (biblical figure)
rot,red (colour)
vertraut,"close, intimate"
Labor,laboratory
Strand,beach
Mond,the Moon
hinein,in (away from the speaker)
Soldat,soldier
außerhalb,"outside (of), beyond"
Rache,revenge
Frankreich,France (a country located primarily in Western Europe)
Restaurant,restaurant
England,England (a constituent country of the United Kingdom)
angegriffen,attacked
überlegen,superior (higher in quality)
gelogen,untrue
Rechte,right (right hand or side)
Garten,"garden, yard (grounds at the front or back of a house)"
Kapitän,captain
ähnlich,"similar, alike, resembling"
anscheinend,apparently
Radio,radio (technology that allows broadcasters to transmit audio programs
verfolgen,"to pursue, to follow, to hunt"
zweimal,twice
Opa,grandpa
Louis,"a male given name, variant of Ludwig"
Erinnerung,memory (recall)
reisen,to travel
Direktor,principal (administrator of a school)
gang,"obsolete form of geh, singular imperative of gehen"
ME,abbreviation of Mieteinnahmen
Streit,"quarrel, dispute, fight, argument"
My,mu (Greek letter)
fuck,fuck!
überzeugt,"convinced (having conviction in a fact being true, especially in the face of disagreement)"
aufgeben,to give up on (one's efforts)
stehlen,to steal
weshalb,why
fair,"fair (just, honest, equitable, adequate)"
Fass,"barrel, keg, cask"
nerven,"to annoy, to irritate"
Verlangen,"desire, yearning, longing"
Sprache,"language (body of words, and set of methods of combining them)"
Scherz,joke
derjenige,he (who)
Vertrag,"contract, agreement"
abgesehen,"except (for), apart (from), other (than)"
Grenze,border
Braut,bride
Kate,"hut, cot, cottage"
lauter,sincere
Kuchen,pie
Bürgermeister,"mayor (leader of a city, male or unspecified sex)"
langweilig,"boring, dull, tedious"
College,"a college (any so-called institution in an Anglophone country, but most often in the North American sense)"
aufstehen,to get up (move from a sitting or lying position to a standing position
scheinen,to shine
womit,"with what, what…with"
Schande,"disgrace, infamy, dishonour"
Milch,milk (white liquid produced by female mammals for their young to consume)
Wache,"wake, vigil"
Zweifel,doubt
nirgendwo,nowhere (in no place)
gebrauchen,to use
Knie,knee
rauchen,"to smoke, give off smoke"
woran,"on what, at what"
Lager,"place where one sleeps, such as a bed or a spot in a barn, etc."
dadurch,"through it, through that"
lösen,to loose
nachher,"in a short while (in the near future, but not more than a few hours)"
Pflicht,duty
abholen,"to collect, pick up or fetch someone or something"
verflucht,cursed
umsonst,"free of charge, gratis"
entlassen,to release
Dreck,dirt
Anzug,"suit (of clothes), outfit"
erwähnt,mentioned
beeilen,"to hurry, to hasten, to rush"
Tatsache,fact (a true observation)
Sieg,victory
unschuldig,innocent
Test,test
Schutz,protection
Dreh,"nomen vicis of drehen: a turn, spin, twist, a single rotation"
ner,"contraction of einer (“a, an”)"
Programm,program (set of structured ideas or activities
Schulden,debt
Pistole,"pistol, gun"
hassen,to hate
schwach,"weak, lacking in strength"
verboten,"forbidden, prohibited, banned"
Schatten,"shade, shadow"
enden,to end
Stock,"stick (solid, wooden, broken off twig or small branch mostly clear of leaves or smaller twigs)"
Form,shape
klug,"intelligent, prudent, wise, smart, clever"
Erklärung,explanation
Knochen,bone
Kuss,kiss
Daten,"data, plural of Datum (“piece of information”)"
selbstverständlich,"natural, self-evident"
Akte,file (collection of papers)
handeln,to act
vergeben,to forgive
dunkel,dark
Blödsinn,"rubbish, nonsense"
Karriere,career (occupational path)
Krankheit,"sickness, illness"
englisch,English
Hexe,"witch, sorceress"
Aufmerksamkeit,"attention, mindfulness, attentiveness"
Großmutter,grandmother
Lisa,a female given name from Elisabeth
hingehen,"to go (elsewhere, to somewhere)"
erlauben,to allow
Pfund,"a metric pound, 500 grams, half a kilogram"
Bester,best (male person)
Kunst,art
innerhalb,"within, inside (of)"
Million,million (10⁶)
satt,"not hungry, satiated, full, done"
ebenso,"equally, as much"
wachen,to be awake
regen,to move (a small amount or unconsciously)
Trottel,"idiot, fool, boob, etc."
überlebt,outdated
Termin,date (day on which a certain event takes place)
komplett,"complete, entire (including all possible parts or elements)"
woanders,"elsewhere, somewhere else"
Hure,whore (female prostitute)
gebraucht,used
dennoch,"anyhow, however"
high,high (intoxicated with a drug other than alcohol)
Tritt,step
behandeln,to treat (medicinally)
Signal,signal
besprechen,to discuss (to converse or debate concerning a particular topic)
warm,warm
L,"The twelfth letter of the German alphabet, written in the Latin script."
verhindern,"to prevent, to inhibit, to keep (something) from happening."
kochen,"to cook, to prepare food (chiefly hot food for lunch or supper)"
kontrollieren,to check
Theater,theater (a place or building consisting of a stage and seats)
peinlich,"woeful, hurtful"
merken,"to notice, to sense, to be able to tell (the difference in a situation or state)"
zurückkommen,to return (to come back)
Voraus,legacy handed over to the heir before the leaver's death.
Grab,grave
schweigen,to be silent
Washington,"Washington, Washington State (a state in the Pacific Northwest region of the United States)"
spuren,to leave a trace
weiterhin,still
irgendein,some
schwimmen,to swim (to use swimming motions to move in the water)
Griff,"grasp, reach (act of trying to grab)"
bewusst,"conscious, aware"
Bastard,bastard (person born to unmarried parents)
schnappen,to snap (with one’s mouth)
schick,"elegant, dressy"
gäbe,synonym of annehmbar
Stuhl,a chair (to sit on)
Simon,Simon (biblical figure)
dick,thick
trotz,"in spite of, despite"
Video,video
Alkohol,"alcohol, ethanol (substance)"
freundlich,"friendly, benign"
Eric,a male given name
Selbstmord,suicide
Marie,a female given name
genießen,to enjoy (an experience)
teuer,"expensive, dear (high in price)"
desto,the (forming the parallel comparative with je)
Trage,"stretcher (simple litter designed to carry a sick, injured, or dead person)"
Einsatz,"something inserted, inset, inlay, compartment"
heiligen,to hallow
eifersüchtig,jealous
zulassen,to allow
Gast,guest
Toilette,toilet
Flughafen,airport
mitgenommen,"beleaguered, battered, weary"
Panik,panic
raten,to advise
Absicht,intention
lebendig,"living, alive, animate"
begleiten,to accompany
hä,huh? what?
Mühe,"effort, difficulty"
blind,blind
Rote,female Red (communist or socialist)
getrennt,"separate, apart"
annehmen,"to assume, to suppose (as given)"
Code,code
enttäuscht,disappointed (defeated of hope or expectation)
Emma,a female given name
zählen,to count (to determine the number of objects in a group)
Freitag,Friday
neulich,recently (in the recent past)
wählen,"to choose, to select"
definitiv,"definitive, conclusive, decisive"
Kevin,a male given name
stoppen,to stop
matt,dull (not shiny)
weitermachen,"go on, keep going, continue to do something"
Kohle,coal (material
Oliver,"a male given name, equivalent to English Oliver"
bieten,to offer
möglicherweise,"possibly, potentially"
verletzen,"to hurt, to injure (cause bodily harm to someone)"
beinahe,almost
Sonntag,"Sunday (the first day of the week in many religious traditions, and the seventh day of the week in systems using the ISO 8601 standard)"
Bestes,best (thing)
Vorstellung,"idea, image, representation (the transcript, image, or picture of a visible object that is formed by the mind)"
schlau,clever in a way that enables one to achieve one's goals
merkwürdig,"strange, odd"
B,"The second letter of the German alphabet, called be and written in the Latin script."
begraben,to bury (also figuratively)
Größe,"size, height"
Ohr,ear (the auditory organ)
Julia,a female given name from Latin
Killer,"killer, murderer (usually either a paid killer, contract killer, gunman, hitman or a serial killer, often in proper nouns, e.g., in tabloids)"
Medizin,medicine (the study of disease and treatment
ebenfalls,"also, likewise, as well"
Schüler,"pupil, student, schoolboy (male or of unspecified gender)"
mehrere,"multiple, several"
einander,Reciprocal pronoun of all three plural persons: each other
anhalten,to stop (cease moving)
Tanz,dance
Rechnung,"bill, restaurant bill"
überzeugen,to convince
Gegenteil,opposite (contrary thing)
Aussage,proposition
Schnauze,snout
ausgehen,to go out (to leave one's abode to go to public places)
erwachsen,"to grow up, to grow"
Lügner,liar (one who tells lies) (male or of unspecified gender)
konzentrieren,"to concentrate, to focus (one's mind or attention)"
Prozent,percent
Adam,Adam
aufmachen,"to open (a container, a door or window)"
aufgeregt,excited
einsam,"lonely, lone"
Star,starling
Trick,trick
Schönheit,"beauty, beautifulness"
Unterstützung,"support, assistance, backing, also endorsement"
Flucht,"escape, flight (act of fleeing)"
Norden,north (direction)
zwölf,twelve
untersuchen,"to examine, investigate (inspect or study carefully in order to reach a conclusion)"
Station,"stop, stopover, station (a place where one stops on the way"
Hoheit,Highness
klopfen,"to knock, to rap (strike rather gently with something hard)"
probieren,to try
scharf,sharp
Erlaubnis,permission (authorisation)
halben,"for the sake of, because of"
beobachten,"to watch, to observe"
reinkommen,to come in
Hof,"yard, court, courtyard (open area by a house or enclosed by houses)"
Ross,horse
Berg,"a mountain, hill"
fehlen,for there to be a lack [with dative ‘to someone/something’ and an (+ dative) ‘of something’] (idiomatically translated by English lack with the dative object as the subject)
Carl,"a male given name, a less common variant of Karl"
abends,"in the evening, at night, see Abend"
streiten,to argue
abhauen,to cut off (with a cutting weapon)
springen,to spring
spüren,"to sense, to detect, to perceive"
Botschaft,message
Stich,"sting, prick, stitch, stab"
verändern,"to alter, to change"
zuletzt,finally
unterschreiben,to sign (write one’s signature)
aufgenommen,recorded
locker,loose
Post,"mail, post (sent and received letters etc.)"
Brust,chest
trauen,to trust
antun,"to put on, to dress"
frisch,fresh
packen,"to pack (luggage, a bundle, etc.)"
prost,cheers (the usual toast when drinking alcohol)
dritte,third
jederzeit,anytime
geöffnet,open
Gebiet,"area, region"
Kino,cinema
ums,contraction of um + das
verhaften,"to stop moving and instead stick, or make or become bound (more or less literally or figuratively)"
umgehen,"to avoid, bypass, to go around (a physical obstacle)"
Beruf,"occupation, profession, trade, job, career"
Einheit,"unit, part (standalone component not considered further subdividable in context, typically combined with others as part of a larger structure or arrangement)"
knapp,scarce
abgeschlossen,"separate, enclosed"
vorn,in front
Gerechtigkeit,justice
Schrieb,"something written, especially (derogatory) an official document or piece of paperwork"
Verräter,traitor (male or of unspecified gender)
Deckung,cover
Gewehr,"rifle, long gun"
drücken,"to press, to push (a button/key"
Alarm,"alert, alarm"
dingen,to hire for a crime
akzeptieren,"to accept, to approve, to take, to agree to (e.g. a proposal)"
Geduld,patience
Story,"plot (of a novel, film, etc.)"
Zugang,access
Bauch,"abdomen, belly"
landen,"to land (to reach solid ground in an air, water or space vessel)"
ertragen,"to bear, to stand, to endure, to take, to suffer, to tolerate, to handle"
on,clipping of online
Mitte,middle
Herrgott,"God, the Lord"
Untersuchung,"examination, investigation"
Armer,"pauper, poor person (male or of unspecified gender)"
selten,"rare, infrequent, uncommon, scarce"
extra,separate (not included in or directly connected to the object being discussed)
reparieren,to repair
verbunden,"related, connected, interconnected"
fliehen,to flee
Luke,"hatch (opening in the ceiling/floor of a room, in the deck of a ship, etc.)"
Montag,Monday
nackt,naked
Alice,a female given name
ISS,ISS
Schreibe,writing
Penny,penny
Presse,press (device used to apply pressure)
langen,"to reach, to grab"
Brot,bread
Priester,priest
Magie,magic
befreien,"to free (make free), to liberate"
Westen,west
anziehen,senses related to dressing
kompliziert,"complicated, complex"
jedoch,"however, yet, nevertheless"
Wetter,weather
sexy,sexy
Deutschland,"Germany (a nation or civilization occupying the country around the Rhine, Elbe, and upper Danube Rivers in Central Europe, taken as a whole under its various governments)"
Berlin,Berlin (the capital and largest city and state of Germany)
inzwischen,"since then, by now, in the meantime (contrasting between the current state and a known past state)"
Staaten,"the States, the USA"
Ton,clay
riskieren,to risk
Chaos,chaos
wundervoll,wonderful
Prozess,lawsuit
Papiere,official documents
rechten,to argue
Freundschaft,friendship
Cop,cop
Rock,skirt (garment)
überlegt,"considerate, deliberate"
beten,to pray
Schauspieler,actor
Linda,a female given name from the Germanic languages
interessieren,to interest
Zunge,tongue (organ in the mouth)
Strafe,punishment
Rate,rate
amen,amen
Song,a song of modern popular music
träumen,to dream
hauen,"to thrust, slash (with a weapon)"
Winter,winter
USA,initialism of the United States of America: a country in North America: USA
Dieb,thief (male or of unspecified gender)
trennen,"to separate, sever, part, disunite, uncouple, segregate, unjoin, disjoin"
immerhin,after all (explaining another statement)
Gras,grass (plant)
Kiste,"chest, box"
beantworten,to answer (a question)
zuhören,to listen
Artikel,article
deutlich,"articulate, clear"
Jacke,jacket
starten,"to start (airplane, event etc.)"
Regel,rule
gegenseitig,"mutual, reciprocal"
anstatt,instead of
schwul,gay
Inspektor,inspector
blau,blue (color/colour)
hinterher,behind
leck,leaky
Spiegel,"mirror (smooth surface, usually made of glass with reflective material painted on the underside, that reflects light)"
Gift,poison
schief,"skew, oblique, askew, leaning, slanting, aslant, inclined (neither parallel nor perpendicular)"
Zahl,"number, numeral, figure"
verwirrt,confused
ficken,to fuck
feuern,to fire
vermissen,to miss (to feel the absence of someone or something)
Samstag,Saturday
Wolf,wolf
Anne,"a female given name, variant of Anna"
E,"The fifth letter of the German alphabet, written in the Latin script."
Leichter,lighter
Schlafzimmer,"bedroom (bed-room), bedchamber (bed-chamber)"
erleben,to experience
Cousin,male cousin
Tausend,thousand (set or unit of one thousand items)
Hemd,shirt
Mittagessen,lunch
herkommen,"to come over, come here (towards the speaker)"
Victor,"a male given name, variant of Viktor"
Eindruck,impression
gucken,"to look, to direct one's gaze at something"
Bedeutung,"meaning, sense"
hungrig,hungry (desirous of food)
Projekt,project
Trug,"a deception, delusion, illusion"
Bühne,a stage
Kleidung,clothing
vernichten,to destroy
Champagner,champagne (sparkling wine made in Champagne)
verpassen,to miss (be late for
soviel,"as far as, so far as"
Schwere,heaviness
Theorie,theory
verteidigen,to defend (from attack)
Menschheit,"humanity, mankind (human beings at large)"
Tatort,crime scene (location of a crime)
wild,"wild (of animals, etc.)"
angesehen,reputable
Gerät,"device, tool, appliance, machine"
Altes,nominalization of altes: something old
gemeldet,registered
Müll,"rubbish, refuse, waste, junk, trash (US), garbage (US)"
Virus,virus
NO,abbreviation of Nordost (“northeast”)
Decke,any cloth or cushion used as a covering
Motor,engine (mechanical device)
ausgezeichnet,"excellent, outstanding"
dienen,to serve
Süßer,"sweetie, sweetheart, honey"
geraten,to turn out
Geschmack,taste
Europa,Europe (a continent located west of Asia and north of Africa)
Zelle,cell (segregated room)
treiben,to drive (e.g. livestock)
auseinander,apart
Anführer,"leader, head, chief, commander"
wonach,after what
Beeilung,hurry up!
Abteilung,department
Sturm,"A strong, blustery wind"
Vorschlag,"suggestion, proposal (something proposed)"
Kaiser,emperor (ruler of certain monarchies
Gas,gas (matter in a physical state between liquid and plasma)
gewählt,"chosen, elected"
geworfen,"tossed, thrown"
Beerdigung,burial
Spitze,cusp
Unrecht,injustice
welch,what
festhalten,to hold on (to) (to keep another object or person in place)
Gnade,"grace, mercy, graciousness"
Papier,paper (material)
praktisch,practical
wahren,"to protect, to safeguard"
Geburt,birth
Dunkelheit,darkness
Charlotte,a female given name from French
Notfall,"emergency, distress"
dahinter,behind it/that
Fremde,foreign land
anfassen,to touch
wechseln,"to change, to exchange"
Sack,"sack (large bag, especially one made of fabric)"
Süden,south (direction)
Genie,genius
Kommando,command
Treppe,stairs
überlassen,to relinquish something (definitely or temporarily) and leave it to someone else
übergeben,to hand over
Mantel,"coat, overcoat (long jacket that covers at least part of the thighs)"
Offizier,commissioned officer (soldier from the rank of lieutenant upwards)
entwickelt,developed
Täter,"perpetrator, delinquent"
Krebs,"crustacean, crab, crayfish"
fressen,to eat
gemein,"mean, nasty, wicked"
Fliege,fly (insect)
fein,"fine (not rough, coarse, or thick)"
Heimat,"home, home town, homeland, native land"
gleichzeitig,"simultaneous, concurrent, coincident, concomitant"
Kilometer,kilometer (unit of measure)
zurückkehren,to return
reiten,to ride
Strom,a large river
Kuh,cow (female bovine animal at or near adulthood)
Chicago,"Chicago (a large city, the county seat of Cook County, in northeastern Illinois, United States, located on Lake Michigan)"
geil,salacious
Schlange,snake
Explosion,explosion
Talent,talent
Frische,freshness
Versteck,"hiding place, stash"
Feld,"field (plot of open land, especially one used to grow crops)"
Fernseher,"a television set, a TV"
Laura,a female given name
CIA,CIA (US foreign-intelligence agency)
geführt,"guided, conducted"
aufnehmen,"to pick up, lift up"
Pech,pitch (sticky substance)
greifen,to grab
wetten,to bet
nieder,low
null,zero
verdächtigen,to suspect
China,China (a country in East Asia)
Publikum,"audience, those who see, hear, read some work or performance (crowd, viewership, readership etc.)"
Krieger,warrior
wieviel,Formerly standard spelling of wie viel which was deprecated in the spelling reform (Rechtschreibreform) of 1996.
Mittag,"noon, midday, late morning, early afternoon (time from about 11 a.m. to 2 p.m)"
jo,"yes, yeah, well"
Unterhaltung,conversation
öfter,"ofttimes, from time to time"
spazieren,"to take a walk, to stroll, to walk leisurely"
entspannen,to relax
wehtun,[with dative] to hurt
hiermit,hereby (formal phrase)
Patrick,"a male given name from English, feminine equivalent Patricia or Patrizia"
Quelle,spring
zwingen,to force
ei,"whoa, hey (expression of surprise)"
unterstützen,"to support, to assist, to help, to aid"
solch,such
eilig,"speedy, hasty"
Bauer,farmer (male or of unspecified gender)
Leitung,"cable, line, wire"
neugierig,"nosy, curious, inquisitive, prying"
offiziell,official
Befinden,"condition (health status of a patient), state of health"
Schrei,"shout, cry, scream"
Bart,beard
tränen,"to water (due to irritation, pain, etc.)"
behauptet,"asserted, alleged"
Kim,"a diminutive of the male given name Joachim, from Hebrew"
Esse,chimney-hood over a stove
verarschen,"to trick, to fool, to prank (to cause to believe something untrue)"
Geister,a surname
streng,"strict, rigorous"
Mitternacht,midnight
bestens,"very well, perfectly"
behaupten,"to claim, maintain, assert"
Leo,"a male given name, clipping of Leopold"
Karen,"a female given name, a much less popular variant of Karin"
erschaffen,to create
loswerden,to get rid of
Staat,"country, state (politically constituted legal person wielding absolute power of a population and territory)"
Hütte,"hut, cabin, shack, cottage (small house, typically built of light materials rather than stone)"
Stoff,"stuff, matter, substance"
geschenkt,"forget it, forget about it, nevermind, that’s not so problematic, (also in the sense of) that’s one thing, that’s not the worst part"
vorgestellt,"envisaged, imagined"
rechtzeitig,punctual
Melde,message
Mitglied,member
Vincent,"a male given name, Vincent, from Latin, a French variant of Vinzenz, equivalent to English Vincent"
Korrektur,correction
dicht,"thick, tight, dense"
Elena,"a female given name, variant of Helene"
heutzutage,"nowadays, these days (in the present era"
Wut,rage
Bürger,"citizen, inhabitant, resident"
